code,code_digits,slug,name_fr,name_ar,type,region_code,province_code,cercle_code,population_2024,households_2024,population_2014,change_pct,area_km2,density_2024
06.181.09.21,061810921,zaouiat-saiss,Zaouiat Saiss,زاوية سايس,rural,06,06.181,06.181.09,11730,2378,11160,5.11,124.82,93.97
06.385.01.03,063850103,nouaceur,Nouaceur,النواصر,urban,06,06.385,,36326,9008,23802,52.62,88.17,412.01
06.385.01.01,063850101,bouskoura,Bouskoura,بوسكورة,urban,06,06.385,,200359,55578,103026,94.47,109.85,1823.94
06.385.01.02,063850102,dar-bouazza,Dar Bouazza,دار بوعزة,urban,06,06.385,,302970,82747,151373,100.15,44.94,6740.94
06.385.01.07,063850107,oulad-azzouz-063850107,Oulad Azzouz,أولاد عزوز,urban,06,06.385,,81048,22682,40372,100.75,71.51,1133.39
06.385.01.05,063850105,ouled-salah,Ouled Salah,أولاد صالح,urban,06,06.385,,51621,13524,15031,243.43,191.83,269.09
06.355.01.05,063550105,tit-mellil,Tit Mellil,تيط مليل,urban,06,06.355,,56019,13927,32782,70.88,11.19,5004.29
06.355.01.03,063550103,mediouna,Mediouna,مديونة,urban,06,06.355,,29972,7627,22442,33.55,4.42,6786.29
06.355.01.01,063550101,lahraouyine,Lahraouyine,لهراويين,urban,06,06.355,,87977,23054,64821,35.72,16.51,5329.61
06.355.01.09,063550109,sidi-hajjaj-oued-hassar,Sidi Hajjaj Oued Hassar,سيدي حجاج واد حصار,urban,06,06.355,,76362,19027,20349,275.26,107.7,709
06.355.01.07,063550107,almajjatia-oulad-taleb,Almajjatia Oulad Taleb,المجاطية أولاد الطالب,urban,06,06.355,,95457,24555,32286,195.66,88.42,1079.54
06.111.01.01,061110101,benslimane,Benslimane,بنسليمان,urban,06,06.111,,67317,17028,57101,17.89,59.23,1136.48
06.111.01.03,061110103,bouznika,Bouznika,بوزنيقة,urban,06,06.111,,55722,15160,37238,49.64,110.95,502.24
06.111.01.05,061110105,el-mansouria,El Mansouria,المنصورية,urban,06,06.111,,29139,8360,19853,46.77,76.93,378.76
06.111.03.05,061110305,fdalate,Fdalate,فضالات,rural,06,06.111,06.111.03,12700,3109,11966,6.13,134.96,94.1
06.111.03.15,061110315,oulad-yahya-louta,Oulad Yahya Louta,أولاد يحيى لوطا,rural,06,06.111,06.111.03,9612,2201,9430,1.93,130.99,73.38
06.111.03.11,061110311,moualine-el-oued,Moualine El Oued,موالين الواد,rural,06,06.111,06.111.03,9117,2164,9129,-0.13,142.28,64.08
06.111.03.01,061110301,ahlaf,Ahlaf,أحلاف,rural,06,06.111,06.111.03,12116,2742,11451,5.81,329.49,36.77
06.111.03.17,061110317,rdadna-oulad-malek,Rdadna Oulad Malek,الردادنة أولاد مالك,rural,06,06.111,06.111.03,4170,1018,4561,-8.57,70.25,59.36
06.111.03.07,061110307,mellila,Mellila,مليلة,rural,06,06.111,06.111.03,15692,3620,15081,4.05,200.68,78.19
06.111.03.13,061110313,oulad-ali-toualaa,Oulad Ali Toualaa,أولاد علي الطوالع,rural,06,06.111,06.111.03,5475,1180,5504,-0.53,66.51,82.32
06.111.03.19,061110319,ziaida,Ziaida,الزيايدة,rural,06,06.111,06.111.03,14092,3108,14581,-3.35,265.46,53.08
06.111.05.05,061110505,charrate,Charrate,شراط,rural,06,06.111,06.111.05,11266,2580,9754,15.5,75.02,150.17
06.111.05.04,061110504,sidi-bettache,Sidi Bettache,سيدي بطاش,rural,06,06.111,06.111.05,7595,1759,6927,9.64,220.89,34.38
06.111.05.01,061110501,bir-ennasr,Bir Ennasr,بئر النصر,rural,06,06.111,06.111.05,4256,857,4855,-12.34,279.83,15.21
06.111.05.03,061110503,ain-tizgha,Ain Tizgha,عين تيزغة,rural,06,06.111,06.111.05,21248,4467,15692,35.41,285.61,74.4
06.117.01.03,061170103,berrechid,Berrechid,برشيد,urban,06,06.117,,168687,44011,136634,23.46,30.3,5566.9
06.117.01.07,061170107,el-gara,El Gara,الكارة,urban,06,06.117,,20467,5381,20855,-1.86,9.02,2268.75
06.117.01.11,061170111,oulad-abbou,Oulad Abbou,أولاد عبو,urban,06,06.117,,10894,2522,11299,-3.58,66.76,163.18
06.117.01.13,061170113,sidi-rahal-chatai,Sidi Rahal Chatai,سيدي رحال الشاطئ,urban,06,06.117,,34431,9604,20628,66.91,76.19,451.91
06.117.01.09,061170109,had-soualem,Had Soualem,حد السوالم,urban,06,06.117,,74762,19130,36765,103.35,17.76,4209.79
06.117.01.05,061170105,deroua,Deroua,الدروة,urban,06,06.117,,96619,25918,47719,102.47,13.8,7000.53
06.117.05.13,061170513,lahsasna,Lahsasna,لحساسنة,rural,06,06.117,06.117.05,10854,2278,9315,16.52,80.94,134.09
06.117.05.29,061170529,sidi-el-mekki,Sidi El Mekki,سيدي المكي,rural,06,06.117,06.117.05,9476,2306,8920,6.23,135.97,69.69
06.117.05.35,061170535,zaouiat-sidi-ben-hamdoun,Zaouiat Sidi Ben Hamdoun,زاوية سيدي بنحمدون,rural,06,06.117,06.117.05,9315,2083,9521,-2.16,227.55,40.94
06.117.05.01,061170501,ben-maachou,Ben Maachou,بن معاشو,rural,06,06.117,06.117.05,8338,2014,8458,-1.42,159.42,52.3
06.117.05.27,061170527,sidi-abdelkhaleq,Sidi Abdelkhaleq,سيدي عبد الخالق,rural,06,06.117,06.117.05,6141,1174,6122,0.31,108.33,56.69
06.117.05.11,061170511,laghnimyine,Laghnimyine,لغنيميين,rural,06,06.117,06.117.05,18081,3626,17513,3.24,264.25,68.42
06.117.09.25,061170925,sahel-oulad-h-riz,Sahel Oulad H'riz,الساحل أولاد احريز,rural,06,06.117,06.117.09,43776,9788,38156,14.73,384.38,113.89
06.117.09.33,061170933,soualem-trifiya,Soualem Trifiya,السوالم الطريفية,rural,06,06.117,06.117.09,45285,12093,33079,36.9,69.46,651.92
06.117.08.20,061170820,oulad-ziyane,Oulad Ziyane,أولاد زيان,rural,06,06.117,06.117.08,20004,4530,17095,17.02,106.97,187.01
06.117.08.09,061170809,kasbat-ben-mchich,Kasbat Ben Mchich,قصبة بن مشيش,rural,06,06.117,06.117.08,15374,3140,14905,3.15,88.35,174.01
06.117.08.07,061170807,jaqma,Jaqma,جاقمة,rural,06,06.117,06.117.08,10733,2405,10306,4.14,122.72,87.46
06.117.08.17,061170817,lambarkiyne,Lambarkiyne,لمباركيين,rural,06,06.117,06.117.08,8863,2105,8559,3.55,122.81,72.17
06.117.08.23,061170823,riah,Riah,رياح,rural,06,06.117,06.117.08,8421,1976,8373,0.57,144.09,58.44
06.117.08.05,061170805,foqra-oulad-aameur,Foqra Oulad Aameur,الفقرا أولاد عمرو,rural,06,06.117,06.117.08,6093,1540,6256,-2.61,85.08,71.61
06.117.08.19,061170819,ouled-cebbah,Ouled Cebbah,أولاد صباح,rural,06,06.117,06.117.08,7489,1808,7606,-1.54,130.17,57.53
06.117.08.21,061170821,ouled-zidane,Ouled Zidane,أولاد زيدان,rural,06,06.117,06.117.08,6554,1525,6434,1.87,110.59,59.26
06.461.01.15,064610115,settat,Settat,سطات,urban,06,06.461,,171556,45185,142250,20.6,54.83,3128.88
06.461.01.01,064610101,ben-ahmed,Ben Ahmed,بن احمد,urban,06,06.461,,33469,8161,33105,1.1,14.93,2241.06
06.461.01.09,064610109,loulad,Loulad,لولاد,urban,06,06.461,,5772,1350,6057,-4.71,4.43,1303.39
06.461.01.13,064610113,oulad-m-rah,Oulad M'rah,أولاد مراح,urban,06,06.461,,8027,1927,8697,-7.7,7.46,1075.37
06.461.01.05,064610105,el-borouj,El Borouj,البروج,urban,06,06.461,,19438,4457,19235,1.06,11.36,1711.38
06.461.11.15,064611115,n-khila,N'khila,انخيلة,rural,06,06.461,06.461.11,12787,2653,12306,3.91,190.24,67.22
06.461.11.07,064611107,lakhzazra,Lakhzazra,لخزازرة,rural,06,06.461,06.461.11,7455,1629,8582,-13.13,127.43,58.5
06.461.11.13,064611113,m-garto,M'garto,مكارطو,rural,06,06.461,06.461.11,7508,1764,8514,-11.82,199.19,37.69
06.461.11.31,064611131,sidi-dahbi,Sidi Dahbi,سيدي الذهبي,rural,06,06.461,06.461.11,8972,1996,8703,3.09,90.19,99.48
06.461.11.23,064611123,ouled-m-hamed-064611123,Ouled M'hamed,أولاد امحمد,rural,06,06.461,06.461.11,9081,2091,10187,-10.86,348.83,26.03
06.461.11.02,064611102,ain-dorbane-lahlaf,Ain Dorbane-Lahlaf,عين الضربان-لحلاف,rural,06,06.461,06.461.11,9151,1765,8120,12.7,139.07,65.8
06.461.11.03,064611103,bouguargouh,Bouguargouh,بوكركوح,rural,06,06.461,06.461.11,9718,2017,9539,1.88,96.94,100.24
06.461.11.29,064611129,sidi-abdelkrim,Sidi Abdelkrim,سيدي عبد الكريم,rural,06,06.461,06.461.11,13759,2839,14037,-1.98,80.8,170.28
06.461.13.09,064611309,mniaa,Mniaa,منيع,rural,06,06.461,06.461.13,11088,2281,11789,-5.95,125.36,88.45
06.461.13.33,064611333,sidi-hajjaj,Sidi Hajjaj,سيدي حجاج,rural,06,06.461,06.461.13,22360,4566,20732,7.85,168.28,132.87
06.461.13.21,064611321,oulad-fares,Oulad Fares,أولاد فارس,rural,06,06.461,06.461.13,12096,2537,12341,-1.99,159.61,75.79
06.461.13.11,064611311,mrizigue,Mrizigue,مريزيك,rural,06,06.461,06.461.13,7926,1738,8376,-5.37,200.53,39.53
06.461.13.27,064611327,sgamna,Sgamna,السكامنة,rural,06,06.461,06.461.13,9427,1916,10245,-7.98,143.07,65.89
06.461.13.19,064611319,oulad-chbana,Oulad Chbana,أولاد شبانة,rural,06,06.461,06.461.13,9513,1964,8081,17.72,64.42,147.67
06.461.13.17,064611317,oued-naanaa,Oued Naanaa,واد النعناع,rural,06,06.461,06.461.13,7075,1506,6991,1.2,72.63,97.4
06.461.13.25,064611325,ras-el-ain-chaouia,Ras El Ain Chaouia,رأس العين الشاوية,rural,06,06.461,06.461.13,14244,3134,14747,-3.41,165.69,85.97
06.461.07.15,064610715,oulad-fares-el-halla,Oulad Fares El Halla,أولاد فارس الحلة,rural,06,06.461,06.461.07,2521,572,3021,-16.55,132.39,19.04
06.461.07.13,064610713,oulad-bouali-nouaja,Oulad Bouali Nouaja,أولاد بوعلي النواجة,rural,06,06.461,06.461.07,5393,1160,6507,-17.12,185.35,29.1
06.461.07.09,064610709,meskoura,Meskoura,مسكورة,rural,06,06.461,06.461.07,6159,1186,7180,-14.22,273.18,22.55
06.461.07.11,064610711,oulad-amer,Oulad Amer,أولاد عامر,rural,06,06.461,06.461.07,5871,1104,6673,-12.02,163.3,35.95
06.461.07.07,064610707,laqraqra,Laqraqra,لقراقرة,rural,06,06.461,06.461.07,10493,2073,11419,-8.11,224.63,46.71
06.461.07.03,064610703,bni-khloug,Bni Khloug,بني خلوك,rural,06,06.461,06.461.07,12092,2646,12930,-6.48,151.64,79.74
06.461.07.21,064610721,sidi-boumehdi,Sidi Boumehdi,سيدي بومهدي,rural,06,06.461,06.461.07,4150,837,5081,-18.32,80.9,51.3
06.461.07.19,064610719,sidi-ahmed-el-khadir,Sidi Ahmed El Khadir,سيدي احمد الخدير,rural,06,06.461,06.461.07,9731,1773,9687,0.45,160.97,60.45
06.461.07.01,064610701,ain-blal,Ain Blal,عين بلال,rural,06,06.461,06.461.07,3992,886,4699,-15.05,108.65,36.74
06.461.07.17,064610717,oulad-freiha,Oulad Freiha,أولاد افريحة,rural,06,06.461,06.461.07,11410,2313,11581,-1.48,147.53,77.34
06.461.07.05,064610705,dar-chaffai,Dar Chaffai,دار الشافعي,rural,06,06.461,06.461.07,17411,3639,17454,-0.25,302.38,57.58
06.461.15.25,064611525,sidi-el-aidi,Sidi El Aidi,سيدي العايدي,rural,06,06.461,06.461.15,14165,3062,13839,2.36,183.35,77.26
06.461.15.14,064611514,mzamza-janoubia,Mzamza Janoubia,مزامزة الجنوبية,rural,06,06.461,06.461.15,22419,4360,20802,7.77,308.52,72.67
06.461.15.09,064611509,khemisset-chaouia,Khemisset Chaouia,اخميسات الشاوية,rural,06,06.461,06.461.15,5104,1182,5527,-7.65,87.04,58.64
06.461.15.19,064611519,oulad-said,Oulad Said,أولاد سعيد,rural,06,06.461,06.461.15,8745,2027,9271,-5.67,215.06,40.66
06.461.15.11,064611511,lahouaza,Lahouaza,لحوازة,rural,06,06.461,06.461.15,7018,1515,7394,-5.09,119.28,58.84
06.461.15.15,064611515,mzoura,Mzoura,امزورة,rural,06,06.461,06.461.15,8426,2090,9525,-11.54,259.56,32.46
06.461.15.05,064611505,gdana,Gdana,كدانة,rural,06,06.461,06.461.15,8462,1906,9084,-6.85,202.37,41.81
06.461.17.07,064611707,guisser,Guisser,كيسر,rural,06,06.461,06.461.17,12189,2835,12289,-0.81,124.88,97.61
06.461.17.23,064611723,rima,Rima,ريما,rural,06,06.461,06.461.17,8203,1827,8949,-8.34,144.37,56.82
06.461.17.21,064611721,oulad-sghir,Oulad Sghir,أولاد الصغير,rural,06,06.461,06.461.17,13153,2748,13866,-5.14,191.03,68.85
06.461.17.03,064611703,bni-yagrine,Bni Yagrine,بني يكرين,rural,06,06.461,06.461.17,13099,2361,13031,0.52,128.03,102.32
06.461.17.31,064611731,toualet,Toualet,الثوالث,rural,06,06.461,06.461.17,11822,2317,11976,-1.29,150.41,78.6
06.461.17.13,064611713,machraa-ben-abbou,Machraa Ben Abbou,مشرع بن عبو,rural,06,06.461,06.461.17,9331,2106,9355,-0.26,173.08,53.91
06.461.17.27,064611727,sidi-mohammed-ben-rahal,Sidi Mohammed Ben Rahal,سيدي محمد بن رحال,rural,06,06.461,06.461.17,10511,2223,10410,0.97,212.96,49.36
06.467.01.07,064670107,sidi-bennour,Sidi Bennour,سيدي بنور,urban,06,06.467,,56201,13912,55815,0.69,10.66,5272.09
06.467.01.09,064670109,zmamra,Zmamra,زمامرة,urban,06,06.467,,13993,3413,13279,5.38,11.19,1250.99
06.467.01.05,064670105,loualidia,Loualidia,الوليدية,urban,06,06.467,,21742,5048,18616,16.79,162.11,134.12
06.467.07.23,064670723,lmechrek,Lmechrek,لمشرك,rural,06,06.467,06.467.07,15770,3450,16141,-2.3,71.27,221.27
06.467.07.33,064670733,oulad-si-bouhya,Oulad Si Bouhya,أولاد سي بوحيى,rural,06,06.467,06.467.07,18535,3850,18198,1.85,172.86,107.22
06.467.07.21,064670721,laatatra,Laatatra,لعطاطرة,rural,06,06.467,06.467.07,18928,4040,17593,7.59,153.8,123.07
06.467.07.05,064670705,bouhmame,Bouhmame,بوحمام,rural,06,06.467,06.467.07,23637,4993,23234,1.73,193.27,122.3
06.467.07.07,064670707,jabria,Jabria,جابرية,rural,06,06.467,06.467.07,21071,4503,19676,7.09,66.44,317.16
06.467.07.27,064670727,m-tal,M'tal,امطل,rural,06,06.467,06.467.07,8773,2161,9913,-11.5,112.17,78.21
06.467.03.17,064670317,laamria,Laamria,لعامرية,rural,06,06.467,06.467.03,9957,2181,10520,-5.35,95.77,103.97
06.467.03.01,064670301,bni-hilal,Bni Hilal,بني هلال,rural,06,06.467,06.467.03,16767,4000,17843,-6.03,157.64,106.36
06.467.03.03,064670303,bni-tsiriss,Bni Tsiriss,بني تسيريس,rural,06,06.467,06.467.03,12794,2850,14067,-9.05,127.98,99.97
06.467.03.19,064670319,laaounate,Laaounate,لعونات,rural,06,06.467,06.467.03,17486,4191,17850,-2.04,181.18,96.51
06.467.03.25,064670325,metrane,Metrane,مطران,rural,06,06.467,06.467.03,9201,2127,10580,-13.03,99.13,92.82
06.467.03.31,064670331,oulad-boussaken,Oulad Boussaken,أولاد بوساكن,rural,06,06.467,06.467.03,5962,1367,7390,-19.32,126.41,47.17
06.467.03.09,064670309,khmis-ksiba,Khmis Ksiba,خميس القصيبة,rural,06,06.467,06.467.03,5249,1104,5665,-7.34,115.2,45.56
06.467.05.11,064670511,koudiat-bni-dghough,Koudiat Bni Dghough,كدية بني دغوغ,rural,06,06.467,06.467.05,15550,3289,15181,2.43,152.3,102.1
06.467.05.35,064670535,tamda,Tamda,تامدة,rural,06,06.467,06.467.05,9043,2076,9750,-7.25,169.54,53.34
06.467.05.29,064670529,oulad-amrane,Oulad Amrane,أولاد عمران,rural,06,06.467,06.467.05,12059,2650,12252,-1.58,96.56,124.89
06.467.05.13,064670513,kridid,Kridid,كرديد,rural,06,06.467,06.467.05,14259,3054,14351,-0.64,93.55,152.43
06.467.05.15,064670515,laagagcha,Laagagcha,لعكاكشة,rural,06,06.467,06.467.05,14059,3220,13748,2.26,91.54,153.58
06.467.11.03,064671103,lgharbia,Lgharbia,الغربية,rural,06,06.467,06.467.11,22622,4891,22729,-0.47,253.65,89.18
06.467.11.07,064671107,oulad-sbaita,Oulad Sbaita,أولاد سبيطة,rural,06,06.467,06.467.11,25231,5526,25650,-1.63,227.17,111.06
06.467.11.01,064671101,laghnadra,Laghnadra,الغنادرة,rural,06,06.467,06.467.11,34680,7654,33553,3.36,121.33,285.84
06.467.11.09,064671109,saniat-berguig,Saniat Berguig,سانية بركيك,rural,06,06.467,06.467.11,28361,6447,28854,-1.71,206.98,137.02
07.351.01.0,007351010,marrakech,Marrakech,مراكش,urban,07,07.351,,1002697,268925,911990,9.95,200.95,4989.72
07.351.01.01,073510101,mechouar-kasba,Méchouar-Kasba,مشور– القصبة,urban,07,07.351,,12116,3345,16860,-28.14,13.25,914.37
07.351.01.13,073510113,tassoultante,Tassoultante,تسلطانت,urban,07,07.351,,106013,26168,71172,48.95,88.95,1191.81
07.351.05.05,073510505,loudaya,Loudaya,الاوداية,rural,07,07.351,07.351.05,41761,9083,33767,23.67,198.06,210.85
07.351.05.03,073510503,ait-imour,Ait Imour,آيت إيمور,rural,07,07.351,07.351.05,14603,3358,14544,0.41,111.33,131.17
07.351.05.01,073510501,agafay,Agafay,أكفاي,rural,07,07.351,07.351.05,17771,4213,15452,15.01,203.35,87.39
07.351.05.09,073510509,sid-zouine,Sid Zouine,سيد الزوين,rural,07,07.351,07.351.05,17130,4132,14954,14.55,53.6,319.59
07.351.07.11,073510711,souihla,Souihla,السويهلة,rural,07,07.351,07.351.07,32506,7246,28164,15.42,91.66,354.64
07.351.07.07,073510707,saada,Saada,سعادة,rural,07,07.351,07.351.07,91903,21819,67086,36.99,202.13,454.67
07.351.03.03,073510303,harbil,Harbil,حربيل,rural,07,07.351,07.351.03,105790,24609,51881,103.91,288.35,366.88
07.351.03.05,073510305,m-nabha,M'nabha,المنابهة,rural,07,07.351,07.351.03,13565,2900,12893,5.21,286.99,47.27
07.351.03.11,073510311,ouled-dlim,Ouled Dlim,أولاد دليم,rural,07,07.351,07.351.03,14468,2978,14716,-1.69,605.94,23.88
07.351.02.07,073510207,ouahat-sidi-brahim,Ouahat Sidi Brahim,واحة سيدي ابراهيم,rural,07,07.351,07.351.02,36493,8393,25320,44.13,72.33,504.56
07.351.02.01,073510201,al-ouidane,Al Ouidane,الويدان,rural,07,07.351,07.351.02,37450,8887,28194,32.83,99.8,375.25
07.351.02.09,073510209,oulad-hassoune,Oulad Hassoune,أولاد حسون,rural,07,07.351,07.351.02,27314,6333,23475,16.35,106.3,256.96
07.161.01.01,071610101,chichaoua,Chichaoua,شيشاوة,urban,07,07.161,,38452,9127,27869,37.97,19.56,1965.59
07.161.01.03,071610103,imintanoute,Imintanoute,امنتانوت,urban,07,07.161,,25049,6367,20837,20.21,20.17,1242.02
07.161.03.03,071610303,ait-hadi,Ait Hadi,آيت هادي,rural,07,07.161,07.161.03,8847,2189,7431,19.06,41.44,213.48
07.161.03.13,071610313,sidi-bouzid-arragragui,Sidi Bouzid Arragragui,سيدي بوزيد الركراكي,rural,07,07.161,07.161.03,8622,2152,8971,-3.89,74.14,116.29
07.161.03.05,071610305,lamzoudia,Lamzoudia,لمزوضية,rural,07,07.161,07.161.03,27004,5960,25674,5.18,742.42,36.37
07.161.03.07,071610307,oulad-moumna,Oulad Moumna,أولاد مومنة,rural,07,07.161,07.161.03,7092,1708,7513,-5.6,338.48,20.95
07.161.03.11,071610311,sid-l-mokhtar,Sid L'mokhtar,سيدي المختار,rural,07,07.161,07.161.03,27083,6764,22714,19.23,280.54,96.54
07.161.03.01,071610301,ahdil,Ahdil,اهديل,rural,07,07.161,07.161.03,11130,2290,11438,-2.69,445.25,25
07.161.03.15,071610315,sidi-m-hamed-dalil,Sidi M'hamed Dalil,سيدي امحمد دليل,rural,07,07.161,07.161.03,5619,1338,5684,-1.14,206.62,27.19
07.161.03.09,071610309,saidate,Saidate,السعيدات,rural,07,07.161,07.161.03,6354,1602,6427,-1.14,350.38,18.13
07.161.05.11,071610511,nfifa,Nfifa,نفيفة,rural,07,07.161,07.161.05,6282,1643,6463,-2.8,71.59,87.75
07.161.05.13,071610513,ouad-l-bour,Ouad L'bour,واد البور,rural,07,07.161,07.161.05,4918,1352,5944,-17.26,149.36,32.93
07.161.05.01,071610501,afalla-issen,Afalla Issen,أفلا إيسن,rural,07,07.161,07.161.05,7221,1928,8129,-11.17,123.77,58.34
07.161.05.17,071610517,timezgadiouine,Timezgadiouine,تمزكدوين,rural,07,07.161,07.161.05,6780,1770,7825,-13.35,315.64,21.48
07.161.05.07,071610507,irohalen,Irohalen,إروهالن,rural,07,07.161,07.161.05,5031,1261,5854,-14.06,125.82,39.99
07.161.05.03,071610503,ain-tazitounte,Ain Tazitounte,عين تزيتونت,rural,07,07.161,07.161.05,4651,1166,5509,-15.57,96.73,48.08
07.161.05.15,071610515,sidi-ghanem-071610515,Sidi Ghanem,سيدي غانم,rural,07,07.161,07.161.05,8397,2073,9326,-9.96,137.26,61.17
07.161.05.05,071610505,ait-haddou-youssef,Ait Haddou Youssef,آيت حدو يوسف,rural,07,07.161,07.161.05,5174,1022,6263,-17.39,142.51,36.31
07.161.05.09,071610509,lalla-aaziza,Lalla Aaziza,للا عزيزة,rural,07,07.161,07.161.05,7534,1656,8448,-10.82,330.56,22.79
07.161.09.03,071610903,bouabout-amdlane,Bouabout Amdlane,بوابوض امدلان,rural,07,07.161,07.161.09,6405,1633,7541,-15.06,105.74,60.57
07.161.09.09,071610909,rahhala,Rahhala,رحالة,rural,07,07.161,07.161.09,4859,1344,5691,-14.62,138.32,35.13
07.161.09.01,071610901,bouabout,Bouabout,بوابوض,rural,07,07.161,07.161.09,9825,2510,11494,-14.52,169.04,58.12
07.161.09.07,071610907,kouzemt,Kouzemt,كوزمت,rural,07,07.161,07.161.09,3371,927,4103,-17.84,96.81,34.82
07.161.09.15,071610915,timlilt,Timlilt,تمليلت,rural,07,07.161,07.161.09,5582,1504,7078,-21.14,263.08,21.22
07.161.09.05,071610905,ichamraren,Ichamraren,اشمرارن,rural,07,07.161,07.161.09,5707,1537,7023,-18.74,128.57,44.39
07.161.09.11,071610911,sidi-abdelmoumen,Sidi Abdelmoumen,سيدي عبد المومن,rural,07,07.161,07.161.09,7055,2063,9007,-21.67,207.42,34.01
07.161.09.13,071610913,taouloukoult,Taouloukoult,تاولوكلت,rural,07,07.161,07.161.09,9362,2436,10682,-12.36,164.42,56.94
07.161.07.07,071610707,gmassa,Gmassa,كماسة,rural,07,07.161,07.161.07,10675,2660,9388,13.71,353.5,30.2
07.161.07.11,071610711,majjat,Majjat,مجاط,rural,07,07.161,07.161.07,14708,3557,13258,10.94,470.22,31.28
07.161.07.05,071610705,douirane,Douirane,ادويران,rural,07,07.161,07.161.07,17256,3993,16138,6.93,169.8,101.63
07.161.07.15,071610715,zaouia-annahlia,Zaouia Annahlia,الزاوية النحلية,rural,07,07.161,07.161.07,11722,2490,10757,8.97,169.34,69.22
07.161.07.13,071610713,m-zouda,M'zouda,امزوضة,rural,07,07.161,07.161.07,25342,6177,23148,9.48,202.58,125.1
07.161.07.03,071610703,assif-el-mal,Assif El Mal,أسيف المال,rural,07,07.161,07.161.07,8002,2024,7511,6.54,103.17,77.56
07.161.07.01,071610701,adassil,Adassil,اداسيل,rural,07,07.161,07.161.07,7078,1702,7454,-5.04,117.65,60.16
07.161.07.09,071610709,imindounit,Imindounit,إمندونيت,rural,07,07.161,07.161.07,10890,2337,11363,-4.16,247.93,43.92
07.041.01.01,070410101,ait-ourir,Ait Ourir,آيت أورير,urban,07,07.041,,56954,13312,39108,45.63,15.06,3780.58
07.041.01.03,070410103,amizmiz,Amizmiz,أمزميز,urban,07,07.041,,13840,3664,14364,-3.65,42.92,322.44
07.041.01.09,070410109,tahannaout,Tahannaout,تحناوت,urban,07,07.041,,16236,3847,12102,34.16,5.91,2746.03
07.041.03.09,070410309,ait-sidi-daoud,Ait Sidi Daoud,آيت سيدي داود,rural,07,07.041,07.041.03,21010,4846,18976,10.72,106.98,196.39
07.041.03.05,070410305,ait-faska,Ait Faska,آيت فاسكا,rural,07,07.041,07.041.03,33076,7528,26210,26.2,111.69,296.14
07.041.03.15,070410315,sidi-abdellah-ghiat,Sidi Abdellah Ghiat,سيدي عبد الله غيات,rural,07,07.041,07.041.03,43237,10274,29498,46.58,140.82,307.03
07.041.03.19,070410319,tamazouzte,Tamazouzte,تمازوزت,rural,07,07.041,07.041.03,16886,3824,15846,6.56,58.36,289.35
07.041.03.13,070410313,iguerferouane,Iguerferouane,اكرفروان,rural,07,07.041,07.041.03,12432,2559,11812,5.25,85.86,144.8
07.041.03.11,070410311,ghmate,Ghmate,اغمات,rural,07,07.041,07.041.03,28674,6526,25220,13.7,118.79,241.38
07.041.03.23,070410323,tidili-mesfioua,Tidili Mesfioua,تديلي مسفيوة,rural,07,07.041,07.041.03,20283,4611,21706,-6.56,167.55,121.06
07.041.11.17,070411117,tamaguert,Tamaguert,تمكرت,rural,07,07.041,07.041.11,10022,2313,10540,-4.91,103.44,96.89
07.041.11.27,070411127,touama,Touama,التوامة,rural,07,07.041,07.041.11,11401,2761,11243,1.41,109.5,104.12
07.041.11.29,070411129,zerkten,Zerkten,زرقطن,rural,07,07.041,07.041.11,18335,3833,19926,-7.98,405,45.27
07.041.11.25,070411125,tighedouine,Tighedouine,تغدوين,rural,07,07.041,07.041.11,21161,4152,22971,-7.88,353.06,59.94
07.041.11.03,070411103,ait-aadel,Ait Aadel,آيت عادل,rural,07,07.041,07.041.11,8724,1603,7925,10.08,104.35,83.6
07.041.11.07,070411107,ait-hkim-ait-yzid,Ait Hkim-Ait Yzid,آيت احكيم-آيت ازيد,rural,07,07.041,07.041.11,8104,1517,8812,-8.03,114.65,70.69
07.041.11.01,070411101,abadou,Abadou,أبادو,rural,07,07.041,07.041.11,10484,2157,10602,-1.11,90.06,116.41
07.041.11.21,070411121,tazart,Tazart,تزارت,rural,07,07.041,07.041.11,14584,3144,15243,-4.32,238.51,61.15
07.041.07.03,070410703,asni,Asni,اسني,rural,07,07.041,07.041.07,22637,4966,21244,6.56,269.6,83.96
07.041.07.05,070410705,ighil,Ighil,اغيل,rural,07,07.041,07.041.07,4666,1069,5695,-18.07,166.6,28.01
07.041.07.01,070410701,aghbar,Aghbar,اغبار,rural,07,07.041,07.041.07,3447,852,5182,-33.48,229.32,15.03
07.041.07.13,070410713,talat-n-yaaqoub,Talat N'yaaqoub,ثلاث نيعقوب,rural,07,07.041,07.041.07,7153,1954,7866,-9.06,230.03,31.1
07.041.07.07,070410707,ijoukak,Ijoukak,اجوكاك,rural,07,07.041,07.041.07,5633,1415,6700,-15.93,309.26,18.21
07.041.07.09,070410709,imgdal,Imgdal,امكدال,rural,07,07.041,07.041.07,4782,1336,5467,-12.53,276.88,17.27
07.041.07.11,070410711,ouirgane,Ouirgane,ويركان,rural,07,07.041,07.041.07,7687,1830,7727,-0.52,155.31,49.49
07.041.05.01,070410501,amghras,Amghras,أمغراس,rural,07,07.041,07.041.05,5966,1492,6160,-3.15,75.48,79.04
