code_a,name_a,code_b,name_b,km
01.571.03.11,Bni Idder,01.571.03.21,Sahtryine,14.2
01.571.03.11,Bni Idder,01.571.05.27,Zinat,4.88
01.571.03.15,Mallalienne,01.571.03.17,Saddina,9.76
01.571.03.15,Mallalienne,01.573.01.03,Martil,4.43
01.571.03.15,Mallalienne,01.573.01.05,M'diq,10.07
01.571.03.15,Mallalienne,01.573.01.07,Allyene,6.3
01.571.03.17,Saddina,01.571.03.19,Souk Kdim,11.6
01.571.03.17,Saddina,01.571.03.21,Sahtryine,3
01.571.03.17,Saddina,01.573.01.07,Allyene,5.14
01.571.03.19,Souk Kdim,01.571.03.21,Sahtryine,1.66
01.571.03.21,Sahtryine,01.571.05.17,Dar Bni Karrich,12.64
01.571.03.21,Sahtryine,01.571.05.27,Zinat,8.8
01.571.05.01,Al Hamra,01.571.05.05,Al Oued,11.75
01.571.05.01,Al Hamra,01.571.05.13,Bni Leit,15.08
01.571.05.01,Al Hamra,01.571.05.19,Oulad Ali Mansour,9.98
01.571.05.01,Al Hamra,01.571.05.25,Zaouiat Sidi Kacem,1.06
01.571.05.01,Al Hamra,01.571.05.27,Zinat,19.19
01.571.05.05,Al Oued,01.571.05.13,Bni Leit,7.48
01.571.05.05,Al Oued,01.571.05.19,Oulad Ali Mansour,6.45
01.571.05.07,Azla,01.571.05.23,Zaitoune,11.15
01.571.05.07,Azla,01.571.05.25,Zaouiat Sidi Kacem,11.32
01.571.05.07,Azla,01.571.05.27,Zinat,1.66
01.571.05.13,Bni Leit,01.571.05.27,Zinat,3.87
01.571.05.15,Bni Said,01.571.05.19,Oulad Ali Mansour,8.43
01.571.05.15,Bni Said,01.571.05.25,Zaouiat Sidi Kacem,11.73
01.571.05.17,Dar Bni Karrich,01.571.05.23,Zaitoune,6.61
01.571.05.17,Dar Bni Karrich,01.571.05.27,Zinat,3.68
01.571.05.19,Oulad Ali Mansour,01.571.05.25,Zaouiat Sidi Kacem,7.17
01.571.05.23,Zaitoune,01.571.05.27,Zinat,8.49
01.571.05.25,Zaouiat Sidi Kacem,01.571.05.27,Zinat,7.39
01.573.01.01,Fnideq,01.573.01.05,M'diq,3.07
01.573.01.01,Fnideq,01.573.01.07,Allyene,4.09
01.573.01.01,Fnideq,01.573.01.09,Belyounech,5.21
01.573.01.03,Martil,01.573.01.05,M'diq,4.06
01.573.01.05,M'diq,01.573.01.07,Allyene,14.48
02.113.01.01,Ahfir,02.113.03.01,Aghbal,9.38
02.113.01.05,Ain Erreggada,02.113.03.07,Fezouane,5.44
02.113.01.07,Aklim,02.113.05.03,Boughriba,8.43
02.113.01.09,Berkane,02.113.01.29,Sidi Slimane Echcharaa,2.27
02.113.01.09,Berkane,02.113.03.07,Fezouane,6.64
02.113.01.09,Berkane,02.113.05.19,Zegzel,13.81
02.113.01.25,Saidia,02.113.03.09,Laatamna,10.52
02.113.01.25,Saidia,02.113.03.11,Madagh,2.39
02.113.01.29,Sidi Slimane Echcharaa,02.113.05.19,Zegzel,10.74
02.113.03.01,Aghbal,02.113.03.07,Fezouane,16.66
02.113.03.01,Aghbal,02.113.03.09,Laatamna,7.54
02.113.03.01,Aghbal,02.411.03.03,Ain Sfa,8.05
02.113.03.01,Aghbal,02.411.03.05,Bni Khaled,15.04
02.113.03.07,Fezouane,02.113.03.09,Laatamna,7.88
02.113.03.07,Fezouane,02.113.05.17,Tafoughalt,2.87
02.113.03.07,Fezouane,02.113.05.19,Zegzel,8.61
02.113.03.07,Fezouane,02.411.03.03,Ain Sfa,11.94
02.113.03.09,Laatamna,02.113.03.11,Madagh,15.2
02.113.03.09,Laatamna,02.113.05.19,Zegzel,6.26
02.113.03.11,Madagh,02.113.05.03,Boughriba,11.54
02.113.03.11,Madagh,02.113.05.19,Zegzel,6.17
02.113.03.11,Madagh,02.381.01.15,Ras-El-Ma,9.31
02.113.03.11,Madagh,02.381.07.11,Oulad Daoud Zkhanine,5.48
02.113.05.03,Boughriba,02.113.05.05,Chouihia,17.32
02.113.05.03,Boughriba,02.113.05.13,Rislane,6.7
02.113.05.03,Boughriba,02.113.05.17,Tafoughalt,9.52
02.113.05.03,Boughriba,02.113.05.19,Zegzel,22.57
02.113.05.03,Boughriba,02.381.07.11,Oulad Daoud Zkhanine,28.54
02.113.05.03,Boughriba,02.381.07.13,Oulad Settout,11.38
02.113.05.05,Chouihia,02.113.05.13,Rislane,20.67
02.113.05.05,Chouihia,02.381.07.09,Hassi-Berkane,4.19
02.113.05.05,Chouihia,02.381.07.13,Oulad Settout,32.51
02.113.05.05,Chouihia,02.533.07.09,Mechraa Hammadi,20.19
02.113.05.13,Rislane,02.113.05.15,Sidi Bouhria,31.7
02.113.05.13,Rislane,02.113.05.17,Tafoughalt,12.15
02.113.05.13,Rislane,02.411.01.19,Naima,1.19
02.113.05.13,Rislane,02.411.03.07,Bsara,2.27
02.113.05.13,Rislane,02.411.05.19,Sidi Moussa Lemhaya,8.07
02.113.05.13,Rislane,02.533.07.03,Ain Lehjer,19.97
02.113.05.13,Rislane,02.533.07.09,Mechraa Hammadi,38.07
02.113.05.15,Sidi Bouhria,02.113.05.17,Tafoughalt,13.59
02.113.05.15,Sidi Bouhria,02.411.03.03,Ain Sfa,0.89
02.113.05.15,Sidi Bouhria,02.411.03.07,Bsara,15.19
02.113.05.17,Tafoughalt,02.113.05.19,Zegzel,11.01
02.113.05.17,Tafoughalt,02.411.03.03,Ain Sfa,9.93
02.167.01.03,Ben Taieb,02.167.13.15,M'hajer,7.72
02.167.01.03,Ben Taieb,02.167.13.17,Ouardana,4.29
02.167.01.03,Ben Taieb,02.167.17.09,Mtalssa,5.37
02.167.01.09,Driouch,02.167.17.09,Mtalssa,13.16
02.167.01.13,Midar,02.167.13.01,Azlaf,11.85
02.167.01.13,Midar,02.167.13.09,Iferni,9.79
02.167.01.13,Midar,02.167.13.21,Tafersit,3.69
02.167.01.13,Midar,02.167.17.09,Mtalssa,24.79
02.167.11.05,Bni Marghnine,02.167.11.07,Boudinar,11.29
02.167.11.05,Bni Marghnine,02.167.11.25,Temsamane,1.37
02.167.11.05,Bni Marghnine,02.167.13.23,Talilit,11.64
02.167.11.05,Bni Marghnine,02.167.15.13,Tazaghine,2.46
02.167.11.07,Boudinar,02.167.11.19,Oulad Amghar,15.02
02.167.11.07,Boudinar,02.167.11.25,Temsamane,10.3
02.167.11.07,Boudinar,02.167.11.27,Trougout,5.98
02.167.11.11,Ijermaouas,02.167.11.25,Temsamane,10.75
02.167.11.11,Ijermaouas,02.167.11.27,Trougout,14.05
02.167.11.11,Ijermaouas,02.167.13.09,Iferni,22.48
02.167.11.11,Ijermaouas,02.167.13.29,Tsaft,21.27
02.167.11.19,Oulad Amghar,02.167.11.27,Trougout,10.69
02.167.11.25,Temsamane,02.167.11.27,Trougout,7.91
02.167.11.25,Temsamane,02.167.13.09,Iferni,9.87
02.167.11.25,Temsamane,02.167.13.15,M'hajer,1.93
02.167.11.25,Temsamane,02.167.13.21,Tafersit,6.54
02.167.11.25,Temsamane,02.167.13.23,Talilit,11.8
02.167.13.01,Azlaf,02.167.13.09,Iferni,9.8
02.167.13.01,Azlaf,02.167.13.29,Tsaft,9.68
02.167.13.01,Azlaf,02.167.17.09,Mtalssa,3.9
02.167.13.01,Azlaf,03.561.03.09,Sidi Ali Bourakba,10.33
02.167.13.09,Iferni,02.167.13.21,Tafersit,22.95
02.167.13.09,Iferni,02.167.13.29,Tsaft,6.76
02.167.13.15,M'hajer,02.167.13.17,Ouardana,9.84
02.167.13.15,M'hajer,02.167.13.21,Tafersit,6.84
02.167.13.15,M'hajer,02.167.13.23,Talilit,13.4
02.167.13.15,M'hajer,02.167.15.03,Ait Mait,3.61
02.167.13.15,M'hajer,02.167.15.13,Tazaghine,17.46
02.167.13.15,M'hajer,02.167.17.09,Mtalssa,2.92
02.167.13.17,Ouardana,02.167.15.03,Ait Mait,15.46
02.167.13.17,Ouardana,02.167.17.09,Mtalssa,5.7
02.167.13.21,Tafersit,02.167.17.09,Mtalssa,4.94
02.167.13.23,Talilit,02.167.15.13,Tazaghine,4.68
02.167.13.29,Tsaft,03.561.03.09,Sidi Ali Bourakba,20.46
02.167.15.03,Ait Mait,02.167.15.05,Amejjaou,6.44
02.167.15.03,Ait Mait,02.167.15.07,Dar El Kebdani,17.26
02.167.15.03,Ait Mait,02.167.15.13,Tazaghine,5.71
02.167.15.03,Ait Mait,02.167.17.09,Mtalssa,13.43
02.167.15.03,Ait Mait,02.381.07.17,Tiztoutine,2.94
02.167.15.05,Amejjaou,02.167.15.07,Dar El Kebdani,14.09
02.167.15.05,Amejjaou,02.381.05.07,Bni Sidel Louta,17.44
02.167.15.05,Amejjaou,02.381.05.13,Iaazzanene,6.93
02.167.15.05,Amejjaou,02.381.07.17,Tiztoutine,2.61
02.167.15.07,Dar El Kebdani,02.167.15.13,Tazaghine,5.86
02.167.17.01,Ain Zohra,02.167.17.09,Mtalssa,6.12
02.167.17.01,Ain Zohra,02.167.17.11,Oulad Boubker,24.6
02.167.17.01,Ain Zohra,02.265.05.15,Saka,23.29
02.167.17.01,Ain Zohra,02.265.07.09,Mazguitam,27.58
02.167.17.01,Ain Zohra,03.561.03.11,Tizi Ouasli,15.05
02.167.17.09,Mtalssa,02.167.17.11,Oulad Boubker,38.84
02.167.17.09,Mtalssa,02.381.07.17,Tiztoutine,24.49
02.167.17.09,Mtalssa,03.561.03.09,Sidi Ali Bourakba,12.51
02.167.17.09,Mtalssa,03.561.03.11,Tizi Ouasli,9
02.167.17.11,Oulad Boubker,02.265.05.15,Saka,20.05
02.167.17.11,Oulad Boubker,02.381.07.01,Afsou,9.99
02.167.17.11,Oulad Boubker,02.381.07.17,Tiztoutine,1.09
02.251.01.01,Bouarfa,02.251.05.03,Bni Guil,8.81
02.251.01.03,Figuig,02.251.05.01,Abbou Lakhal,27.11
02.251.03.01,Ain Chouater,02.251.03.05,Bouanane,28.42
02.251.03.01,Ain Chouater,08.201.07.09,Oued Naam,21.63
02.251.03.03,Bni Tadjite,02.251.03.05,Bouanane,74.67
02.251.03.03,Bni Tadjite,02.251.07.07,Bouchaouene,24.71
02.251.03.03,Bni Tadjite,02.251.07.11,Talsint,88.79
02.251.03.03,Bni Tadjite,08.201.07.09,Oued Naam,94.48
02.251.03.03,Bni Tadjite,08.363.09.07,Guir,27.04
02.251.03.05,Bouanane,02.251.03.13,Ain Chair,27.25
02.251.03.05,Bouanane,02.251.05.03,Bni Guil,33.74
02.251.03.05,Bouanane,02.251.05.05,Maatarka,16.21
02.251.03.05,Bouanane,02.251.07.07,Bouchaouene,59.92
02.251.03.05,Bouanane,08.201.07.09,Oued Naam,57.26
02.251.03.13,Ain Chair,02.251.05.03,Bni Guil,27.9
02.251.05.01,Abbou Lakhal,02.251.05.03,Bni Guil,114.18
02.251.05.03,Bni Guil,02.251.05.05,Maatarka,40.61
02.251.05.03,Bni Guil,02.251.05.07,Tendrara,71.28
02.251.05.05,Maatarka,02.251.05.07,Tendrara,136.07
02.251.05.05,Maatarka,02.251.07.07,Bouchaouene,88.81
02.251.05.05,Maatarka,02.275.05.01,Bni Mathar,3.68
02.251.05.05,Maatarka,02.275.05.11,Mrija,37.29
02.251.05.05,Maatarka,02.275.05.13,Ouled Ghziyel,19.53
02.251.05.05,Maatarka,02.533.03.05,El Atef,22.05
02.251.05.05,Maatarka,02.533.03.15,Ouled M'hamed,30.52
02.251.05.05,Maatarka,03.131.07.09,Tissaf,26.56
02.251.05.07,Tendrara,02.275.05.01,Bni Mathar,25.95
02.251.05.07,Tendrara,02.275.05.15,Ouled Sidi Abdelhakem,15.29
02.251.07.07,Bouchaouene,02.251.07.09,Boumerieme,40.22
02.251.07.07,Bouchaouene,02.251.07.11,Talsint,45.29
02.251.07.07,Bouchaouene,03.131.07.09,Tissaf,62.58
02.251.07.09,Boumerieme,02.251.07.11,Talsint,89.69
02.251.07.09,Boumerieme,03.131.05.03,Ouizeght,45.83
02.251.07.09,Boumerieme,03.131.05.05,Sidi Boutayeb,11.51
02.251.07.09,Boumerieme,03.131.07.03,Ermila,16.65
02.251.07.09,Boumerieme,03.131.07.09,Tissaf,12.51
02.251.07.09,Boumerieme,08.363.09.03,Gourrama,15.27
02.251.07.11,Talsint,08.363.09.03,Gourrama,1.07
02.251.07.11,Talsint,08.363.09.07,Guir,14.98
02.265.01.03,Guercif,02.265.05.05,Houara Oulad Raho,20.32
02.265.05.01,Assebbab,02.265.05.03,Barkine,29.89
02.265.05.01,Assebbab,02.265.05.05,Houara Oulad Raho,17.39
02.265.05.01,Assebbab,02.265.05.07,Lamrija,26.05
02.265.05.01,Assebbab,02.265.07.13,Ras Laksar,5.16
02.265.05.01,Assebbab,02.265.07.17,Taddart,15.97
02.265.05.01,Assebbab,03.131.07.05,Fritissa,33.86
02.265.05.03,Barkine,02.265.07.13,Ras Laksar,40.03
02.265.05.03,Barkine,03.131.07.01,El Orjane,11.03
02.265.05.03,Barkine,03.131.07.05,Fritissa,29.84
02.265.05.03,Barkine,03.131.07.07,Oulad Ali Youssef,37.93
02.265.05.03,Barkine,03.131.09.17,Talzemt,9.77
02.265.05.03,Barkine,03.451.03.09,Irhzrane,7.37
02.265.05.03,Barkine,03.561.09.03,Bouyablane,22.25
02.265.05.05,Houara Oulad Raho,02.265.05.07,Lamrija,24.32
02.265.05.05,Houara Oulad Raho,02.265.05.15,Saka,25.33
02.265.05.05,Houara Oulad Raho,02.265.07.17,Taddart,28.02
02.265.05.05,Houara Oulad Raho,02.533.03.17,Sidi Ali Bel Quassem,17.54
02.265.05.05,Houara Oulad Raho,02.533.09.07,Gteter,30.86
02.265.05.07,Lamrija,02.533.03.05,El Atef,8.58
02.265.05.07,Lamrija,02.533.03.17,Sidi Ali Bel Quassem,25.21
02.265.05.07,Lamrija,03.131.07.05,Fritissa,42.78
02.265.05.15,Saka,02.265.07.09,Mazguitam,32.81
02.265.05.15,Saka,02.265.07.17,Taddart,13.62
02.265.05.15,Saka,02.381.07.01,Afsou,22.53
02.265.05.15,Saka,02.381.07.09,Hassi-Berkane,15.09
02.265.05.15,Saka,02.533.07.13,Mestegmer,7.94
02.265.05.15,Saka,02.533.09.07,Gteter,16.59
02.265.05.15,Saka,02.533.09.11,Melg El Ouidane,38.02
02.265.07.09,Mazguitam,02.265.07.11,Oulad Bourima,17.89
02.265.07.09,Mazguitam,02.265.07.17,Taddart,16.74
02.265.07.09,Mazguitam,03.561.03.05,Gzenaya Al Janoubia,6.4
02.265.07.09,Mazguitam,03.561.03.07,Jbarna,19.04
02.265.07.09,Mazguitam,03.561.03.11,Tizi Ouasli,11.14
02.265.07.11,Oulad Bourima,02.265.07.17,Taddart,14.55
02.265.07.11,Oulad Bourima,03.561.03.07,Jbarna,7.32
02.265.07.11,Oulad Bourima,03.561.13.09,Meknassa Acharqia,19.85
02.265.07.13,Ras Laksar,02.265.07.17,Taddart,28.5
02.265.07.13,Ras Laksar,03.561.09.03,Bouyablane,7.58
02.265.07.13,Ras Laksar,03.561.13.07,Galdamane,11.35
02.265.07.13,Ras Laksar,03.561.13.15,Maghraoua,34.05
02.265.07.17,Taddart,03.561.13.07,Galdamane,31.2
02.265.07.17,Taddart,03.561.13.09,Meknassa Acharqia,17.67
02.275.01.03,Ain Bni Mathar,02.275.05.01,Bni Mathar,14.48
02.275.01.17,Jerada,02.275.07.07,Laaouinate,18.88
02.275.01.35,Touissit,02.275.09.15,Sidi Boubker,6.02
02.275.01.35,Touissit,02.275.09.21,Tiouli,2.11
02.275.05.01,Bni Mathar,02.275.05.11,Mrija,52.77
02.275.05.01,Bni Mathar,02.275.05.15,Ouled Sidi Abdelhakem,68.76
02.275.05.01,Bni Mathar,02.275.07.03,Gafait,12.91
02.275.05.01,Bni Mathar,02.275.07.07,Laaouinate,6.22
02.275.05.01,Bni Mathar,02.275.09.21,Tiouli,36.45
02.275.05.11,Mrija,02.275.05.13,Ouled Ghziyel,49.68
02.275.05.11,Mrija,02.275.07.03,Gafait,15.25
02.275.05.11,Mrija,02.275.07.09,Lebkhata,21
02.275.05.11,Mrija,02.533.03.19,Sidi Lahsen,1.52
02.275.05.13,Ouled Ghziyel,02.533.03.05,El Atef,17.54
02.275.05.13,Ouled Ghziyel,02.533.03.19,Sidi Lahsen,44.21
02.275.05.15,Ouled Sidi Abdelhakem,02.275.09.21,Tiouli,13.62
02.275.07.03,Gafait,02.275.07.07,Laaouinate,32.58
02.275.07.03,Gafait,02.275.07.09,Lebkhata,26.84
02.275.07.03,Gafait,02.533.07.21,Tancherfi,30.94
02.275.07.07,Laaouinate,02.275.09.05,Guenfouda,26.47
02.275.07.07,Laaouinate,02.275.09.21,Tiouli,13.55
02.275.07.07,Laaouinate,02.411.05.11,Mestferki,17.86
02.275.07.07,Laaouinate,02.411.05.17,Sidi Boulenouar,7.16
02.275.07.07,Laaouinate,02.533.07.21,Tancherfi,8.25
02.275.07.09,Lebkhata,02.533.03.19,Sidi Lahsen,19.29
02.275.07.09,Lebkhata,02.533.07.21,Tancherfi,13.38
02.275.09.05,Guenfouda,02.275.09.13,Ras Asfour,11.33
02.275.09.05,Guenfouda,02.275.09.21,Tiouli,24.14
02.275.09.05,Guenfouda,02.411.05.17,Sidi Boulenouar,19.09
02.275.09.05,Guenfouda,02.411.05.19,Sidi Moussa Lemhaya,10.32
02.275.09.13,Ras Asfour,02.275.09.15,Sidi Boubker,6.71
02.275.09.13,Ras Asfour,02.275.09.21,Tiouli,7.73
02.275.09.13,Ras Asfour,02.411.03.01,Ahl Angad,14.33
02.275.09.13,Ras Asfour,02.411.05.19,Sidi Moussa Lemhaya,0.58
02.275.09.15,Sidi Boubker,02.275.09.21,Tiouli,5.61
02.381.01.01,Al Aaroui,02.381.01.19,Selouane,7.17
02.381.01.01,Al Aaroui,02.381.07.07,Bni Oukil Oulad M'hand,16.1
02.381.01.03,Bni Ansar,02.381.01.05,Nador,3.86
02.381.01.03,Bni Ansar,02.381.05.03,Bni Chiker,20.65
02.381.01.03,Bni Ansar,02.381.05.09,Bouarg,0.14
02.381.01.03,Bni Ansar,02.381.05.15,Ihaddadene,6.53
02.381.01.05,Nador,02.381.05.09,Bouarg,8.41
02.381.01.05,Nador,02.381.05.15,Ihaddadene,9.12
02.381.01.07,Zaio,02.381.07.11,Oulad Daoud Zkhanine,4.43
02.381.01.07,Zaio,02.381.07.13,Oulad Settout,13.12
02.381.01.09,Zeghanghane,02.381.05.01,Bni Bouifrour,7.43
02.381.01.09,Zeghanghane,02.381.05.15,Ihaddadene,1.69
02.381.01.15,Ras-El-Ma,02.381.07.03,Al Barkanyene,2.04
02.381.01.15,Ras-El-Ma,02.381.07.11,Oulad Daoud Zkhanine,6.72
02.381.01.19,Selouane,02.381.05.09,Bouarg,10.1
02.381.01.19,Selouane,02.381.05.17,Iksane,15.99
02.381.01.19,Selouane,02.381.07.07,Bni Oukil Oulad M'hand,9.3
02.381.01.19,Selouane,02.381.07.13,Oulad Settout,16.86
02.381.05.01,Bni Bouifrour,02.381.05.05,Bni Sidel Jbel,4.6
02.381.05.01,Bni Bouifrour,02.381.05.07,Bni Sidel Louta,3.65
02.381.05.01,Bni Bouifrour,02.381.05.09,Bouarg,7.32
02.381.05.01,Bni Bouifrour,02.381.05.15,Ihaddadene,9.26
02.381.05.01,Bni Bouifrour,02.381.05.17,Iksane,8.02
02.381.05.03,Bni Chiker,02.381.05.05,Bni Sidel Jbel,12.69
02.381.05.03,Bni Chiker,02.381.05.13,Iaazzanene,0.47
02.381.05.03,Bni Chiker,02.381.05.15,Ihaddadene,7.47
02.381.05.05,Bni Sidel Jbel,02.381.05.07,Bni Sidel Louta,14.23
02.381.05.05,Bni Sidel Jbel,02.381.05.13,Iaazzanene,27.25
02.381.05.05,Bni Sidel Jbel,02.381.05.15,Ihaddadene,4.15
02.381.05.07,Bni Sidel Louta,02.381.05.13,Iaazzanene,2.94
02.381.05.07,Bni Sidel Louta,02.381.05.17,Iksane,14.62
02.381.05.07,Bni Sidel Louta,02.381.07.07,Bni Oukil Oulad M'hand,6.21
02.381.05.07,Bni Sidel Louta,02.381.07.17,Tiztoutine,14.54
02.381.05.09,Bouarg,02.381.05.15,Ihaddadene,0.79
02.381.05.09,Bouarg,02.381.05.17,Iksane,2.99
02.381.05.09,Bouarg,02.381.07.05,Arekmane,3.92
02.381.05.09,Bouarg,02.381.07.13,Oulad Settout,13.47
02.381.05.17,Iksane,02.381.07.07,Bni Oukil Oulad M'hand,6.4
02.381.07.01,Afsou,02.381.07.07,Bni Oukil Oulad M'hand,8.18
02.381.07.01,Afsou,02.381.07.09,Hassi-Berkane,25.18
02.381.07.01,Afsou,02.381.07.17,Tiztoutine,21.09
02.381.07.03,Al Barkanyene,02.381.07.05,Arekmane,14.02
02.381.07.03,Al Barkanyene,02.381.07.11,Oulad Daoud Zkhanine,18.65
02.381.07.05,Arekmane,02.381.07.11,Oulad Daoud Zkhanine,14.22
02.381.07.05,Arekmane,02.381.07.13,Oulad Settout,17.92
02.381.07.07,Bni Oukil Oulad M'hand,02.381.07.09,Hassi-Berkane,27.63
02.381.07.07,Bni Oukil Oulad M'hand,02.381.07.13,Oulad Settout,5.37
02.381.07.07,Bni Oukil Oulad M'hand,02.381.07.17,Tiztoutine,14.93
02.381.07.09,Hassi-Berkane,02.381.07.13,Oulad Settout,30.48
02.381.07.09,Hassi-Berkane,02.533.07.09,Mechraa Hammadi,13.67
02.381.07.09,Hassi-Berkane,02.533.07.13,Mestegmer,7.84
02.381.07.11,Oulad Daoud Zkhanine,02.381.07.13,Oulad Settout,26.42
02.411.01.11,Bni Drar,02.411.03.05,Bni Khaled,7.13
02.411.01.19,Naima,02.411.03.07,Bsara,2.34
02.411.01.19,Naima,02.411.05.19,Sidi Moussa Lemhaya,5.43
02.411.01.23,Oujda,02.411.03.01,Ahl Angad,25.2
02.411.01.23,Oujda,02.411.05.09,Isly,13.15
02.411.03.01,Ahl Angad,02.411.03.05,Bni Khaled,8.9
02.411.03.01,Ahl Angad,02.411.05.09,Isly,6.71
02.411.03.01,Ahl Angad,02.411.05.19,Sidi Moussa Lemhaya,12.51
02.411.03.03,Ain Sfa,02.411.03.05,Bni Khaled,18.37
02.411.03.03,Ain Sfa,02.411.03.07,Bsara,21.5
02.411.03.03,Ain Sfa,02.411.05.09,Isly,34.32
02.411.03.05,Bni Khaled,02.411.05.09,Isly,2.5
02.411.03.07,Bsara,02.411.05.09,Isly,3.99
02.411.03.07,Bsara,02.411.05.19,Sidi Moussa Lemhaya,7.26
02.411.05.09,Isly,02.411.05.19,Sidi Moussa Lemhaya,28.12
02.411.05.11,Mestferki,02.411.05.17,Sidi Boulenouar,18.19
02.411.05.11,Mestferki,02.411.05.19,Sidi Moussa Lemhaya,9.19
02.411.05.11,Mestferki,02.533.07.03,Ain Lehjer,23.68
02.411.05.11,Mestferki,02.533.07.21,Tancherfi,1.5
02.411.05.17,Sidi Boulenouar,02.411.05.19,Sidi Moussa Lemhaya,21.44
02.411.05.19,Sidi Moussa Lemhaya,02.533.07.03,Ain Lehjer,2.15
02.533.01.13,Debdou,02.533.03.17,Sidi Ali Bel Quassem,7.5
02.533.01.15,El Aioun Sidi Mellouk,02.533.07.03,Ain Lehjer,17.61
02.533.01.33,Taourirt,02.533.09.01,Ahl Oued Za,18.05
02.533.03.05,El Atef,02.533.03.15,Ouled M'hamed,25.06
02.533.03.05,El Atef,02.533.03.17,Sidi Ali Bel Quassem,56.79
02.533.03.05,El Atef,02.533.03.19,Sidi Lahsen,29.1
02.533.03.05,El Atef,03.131.07.05,Fritissa,15.48
02.533.03.15,Ouled M'hamed,03.131.07.05,Fritissa,29.78
02.533.03.15,Ouled M'hamed,03.131.07.09,Tissaf,33.23
02.533.03.17,Sidi Ali Bel Quassem,02.533.03.19,Sidi Lahsen,33.2
02.533.03.17,Sidi Ali Bel Quassem,02.533.09.07,Gteter,19.67
02.533.03.19,Sidi Lahsen,02.533.07.21,Tancherfi,11.49
02.533.03.19,Sidi Lahsen,02.533.09.01,Ahl Oued Za,26.26
02.533.03.19,Sidi Lahsen,02.533.09.07,Gteter,4.97
02.533.07.03,Ain Lehjer,02.533.07.09,Mechraa Hammadi,19.47
02.533.07.03,Ain Lehjer,02.533.07.13,Mestegmer,13.71
02.533.07.03,Ain Lehjer,02.533.07.21,Tancherfi,53.53
02.533.07.09,Mechraa Hammadi,02.533.07.13,Mestegmer,30.52
02.533.07.13,Mestegmer,02.533.07.21,Tancherfi,40.24
02.533.07.13,Mestegmer,02.533.09.01,Ahl Oued Za,17.28
02.533.07.13,Mestegmer,02.533.09.07,Gteter,2.13
02.533.07.13,Mestegmer,02.533.09.11,Melg El Ouidane,25.93
02.533.07.21,Tancherfi,02.533.09.01,Ahl Oued Za,22.84
02.533.09.01,Ahl Oued Za,02.533.09.07,Gteter,60.9
02.533.09.07,Gteter,02.533.09.11,Melg El Ouidane,34.68
03.061.01.01,Meknès,03.061.01.03,Al Machouar-Stinia,5.57
03.061.01.01,Meknès,03.061.01.07,Toulal,3.89
03.061.01.01,Meknès,03.061.01.11,Ouislane,2.17
03.061.01.01,Meknès,03.061.03.07,Ait Ouallal,4.31
03.061.01.01,Meknès,03.061.03.09,Dar Oum Soltane,2.15
03.061.01.01,Meknès,03.061.05.01,Dkhissa,7.65
03.061.01.01,Meknès,03.061.05.03,Majjate,9.53
03.061.01.01,Meknès,03.061.05.09,Sidi Slimane Moul Al Kifane,7.41
03.061.01.05,Boufakrane,03.061.05.03,Majjate,3.78
03.061.01.05,Boufakrane,03.171.07.01,Ait Bourzouine,4.2
03.061.01.05,Boufakrane,03.171.07.05,Iqaddar,0.95
03.061.01.07,Toulal,03.061.03.07,Ait Ouallal,5.25
03.061.01.07,Toulal,03.061.03.09,Dar Oum Soltane,7.3
03.061.01.09,My Idriss Zerhoun,03.061.07.09,Oualili,7.1
03.061.01.11,Ouislane,03.061.05.01,Dkhissa,10.07
03.061.01.11,Ouislane,03.061.05.07,Oued Jdida,0.71
03.061.01.11,Ouislane,03.061.05.09,Sidi Slimane Moul Al Kifane,4.09
03.061.03.01,Ain Jemaa,03.061.03.02,Ain Karma-Oued Rommane,29.02
03.061.03.01,Ain Jemaa,03.061.03.05,Ain Orma,6.64
03.061.03.01,Ain Jemaa,04.291.03.09,El Ganzra,14.2
03.061.03.01,Ain Jemaa,04.291.03.13,Sfassif,9.53
03.061.03.01,Ain Jemaa,04.481.09.13,Zirara,5.41
03.061.03.01,Ain Jemaa,04.491.05.01,Azghar,6.72
03.061.03.01,Ain Jemaa,04.491.05.11,Ouled Ben Hammadi,11.9
03.061.03.02,Ain Karma-Oued Rommane,03.061.03.05,Ain Orma,0.55
03.061.03.02,Ain Karma-Oued Rommane,03.061.03.09,Dar Oum Soltane,10.59
03.061.03.02,Ain Karma-Oued Rommane,03.061.05.01,Dkhissa,0.53
03.061.03.02,Ain Karma-Oued Rommane,03.061.07.05,Mrhassiyine,5.05
03.061.03.02,Ain Karma-Oued Rommane,03.061.07.09,Oualili,10.98
03.061.03.02,Ain Karma-Oued Rommane,04.481.09.01,Bab Tiouka,15.61
03.061.03.02,Ain Karma-Oued Rommane,04.481.09.11,Zaggota,2.88
03.061.03.02,Ain Karma-Oued Rommane,04.481.09.13,Zirara,8.21
03.061.03.05,Ain Orma,03.061.03.07,Ait Ouallal,17.94
03.061.03.05,Ain Orma,03.061.03.09,Dar Oum Soltane,7.39
03.061.03.05,Ain Orma,04.291.03.13,Sfassif,15.49
03.061.03.07,Ait Ouallal,03.061.03.09,Dar Oum Soltane,4.41
03.061.03.07,Ait Ouallal,03.061.05.03,Majjate,3.38
03.061.03.07,Ait Ouallal,03.171.03.03,Ait Yaazem,12.15
